nm_mes;nm_dia;nm_marca;nm_tipo_trecho;nm_sexo;nm_status_marital;nr_idade;fl_culpa_terceiros;nm_categoria_veiculo;nm_preco_veiculo;fl_fraude;nr_apolice;nm_cat_motorista;nr_outros_sinistros;nr_idade_veiculo;fl_testemunhas;nr_carros_envolvidos;nr_ano;nm_tipo_apolice
Agosto;Quarta;Honda;Urbano;Homem;Casado;54;1;Sedan;< 30K;0;1638;Desatento;nenhum;11 até 15 anos;0;1 carro;2021;Segurado + Terceiro
Novembro;Domingo;Honda;Urbano;Homem;Casado;54;1;Sedan;< 30K;0;7575;Desatento;1;11 até 15 anos;0;1 carro;2022;Segurado + Terceiro
Julho;Quinta;Honda;Urbano;Homem;Casado;63;0;Sedan;< 30K;0;2140;Desatento;nenhum;> 15 anos;0;1 carro;2021;Apenas Casco
Março;Sábado;Honda;Rural;Homem;Casado;64;0;Sedan;< 30K;0;9290;Desatento;1;11 até 15 anos;0;1 carro;2022;Segurado + Terceiro
Fevereiro;Quarta;Honda;Rural;Homem;Casado;67;0;Sedan;< 30K;0;12995;Desatento;nenhum;> 15 anos;0;1 carro;2023;Segurado + Terceiro
Dezembro;Terça;Honda;Urbano;Homem;Casado;80;0;Sedan;< 30K;0;8698;Desatento;nenhum;> 15 anos;0;1 carro;2022;Segurado + Terceiro
Janeiro;Quinta;Honda;Urbano;Homem;Casado;55;0;Esportivo;< 30K;0;3312;Desatento;nenhum;> 15 anos;0;1 carro;2021;Apenas Casco
Maio;Sexta;Honda;Urbano;Homem;Casado;55;1;Esportivo;< 30K;0;12508;Desatento;1;> 15 anos;0;1 carro;2023;Apenas Casco
Janeiro;Quarta;Honda;Urbano;Homem;Solteiro;58;0;Esportivo;< 30K;0;1657;Desatento;nenhum;11 até 15 anos;0;1 carro;2021;Apenas Casco
Outubro;Quinta;Honda;Urbano;Homem;Casado;60;0;Sedan;< 30K;0;4829;Desatento;nenhum;> 15 anos;0;1 carro;2021;Apenas Casco
Julho;Domingo;Honda;Urbano;Homem;Casado;19;0;Esportivo;> 150K;1;5295;Desatento;nenhum;1 até 2 anos;0;1 carro;2021;Apenas Casco
Julho;Sábado;Honda;Urbano;Homem;Solteiro;19;0;Esportivo;> 150K;1;13856;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2023;Apenas Casco
Janeiro;Segunda;Honda;Urbano;Homem;Solteiro;19;1;Esportivo;> 150K;0;251;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2021;Apenas Casco
Junho;Quarta;Honda;Urbano;Homem;Solteiro;20;1;Esportivo;> 150K;0;3117;Desatento;nenhum;3 até 5 anos;0;3 até 4 carros;2021;Apenas Casco
Junho;Quinta;Honda;Rural;Homem;Solteiro;21;0;Esportivo;> 150K;0;12915;Desatento;de 2 até 4;1 até 2 anos;0;1 carro;2023;Apenas Terceiro
Dezembro;Segunda;Honda;Urbano;Homem;Solteiro;21;0;Esportivo;> 150K;0;10875;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2022;Apenas Casco
Abril;Segunda;Honda;Urbano;Homem;Casado;28;0;Sedan;> 150K;0;12910;Desatento;nenhum;0km;0;1 carro;2023;Segurado + Terceiro
Maio;Domingo;Honda;Urbano;Mulher;Solteiro;28;0;Esportivo;> 150K;0;7558;Desatento;nenhum;3 até 5 anos;0;1 carro;2022;Apenas Terceiro
Novembro;Quarta;Honda;Urbano;Homem;Solteiro;28;1;Esportivo;> 150K;0;9674;Desatento;nenhum;6 até 10 anos;0;1 carro;2022;Apenas Casco
Julho;Sexta;Honda;Urbano;Mulher;Casado;45;1;Esportivo;> 150K;0;924;Desatento;1;3 até 5 anos;0;1 carro;2021;Apenas Casco
Dezembro;Quarta;Honda;Urbano;Homem;Casado;45;1;Sedan;> 150K;0;6214;Desatento;nenhum;0km;0;1 carro;2022;Apenas Casco
Dezembro;Quinta;Honda;Urbano;Homem;Casado;45;1;Esportivo;> 150K;0;14468;Desatento;1;> 15 anos;0;1 carro;2023;Apenas Casco
Dezembro;Terça;Honda;Urbano;Homem;Casado;46;0;Esportivo;> 150K;1;8876;Desatento;nenhum;> 15 anos;0;1 carro;2022;Apenas Casco
Agosto;Segunda;Honda;Urbano;Homem;Casado;47;0;Esportivo;> 150K;0;11755;Desatento;de 2 até 4;11 até 15 anos;1;1 carro;2023;Apenas Casco
Maio;Quinta;Honda;Urbano;Homem;Casado;47;1;Esportivo;> 150K;0;12152;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2023;Apenas Casco
Junho;Quinta;Honda;Urbano;Homem;Casado;48;0;Sedan;> 150K;0;1074;Desatento;1;> 15 anos;0;1 carro;2021;Apenas Casco
Agosto;Domingo;Honda;Urbano;Homem;Casado;48;0;Esportivo;> 150K;0;11690;Desatento;nenhum;11 até 15 anos;0;1 carro;2023;Apenas Casco
Julho;Quinta;Honda;Urbano;Homem;Casado;56;0;Esportivo;< 30K;0;6065;Desatento;nenhum;11 até 15 anos;0;1 carro;2021;Apenas Casco
Junho;Sexta;Honda;Urbano;Homem;Casado;56;0;Esportivo;< 30K;0;4438;Desatento;nenhum;> 15 anos;0;1 carro;2021;Apenas Casco
Maio;Quarta;Honda;Urbano;Homem;Casado;57;1;Esportivo;< 30K;0;8399;Desatento;nenhum;> 15 anos;0;1 carro;2022;Apenas Casco
Dezembro;Domingo;Honda;Urbano;Homem;Casado;58;1;Esportivo;< 30K;0;8685;Desatento;de 2 até 4;> 15 anos;0;1 carro;2022;Apenas Casco
Julho;Domingo;Honda;Urbano;Homem;Casado;59;0;Esportivo;< 30K;0;5836;Desatento;nenhum;> 15 anos;0;1 carro;2021;Apenas Casco
Outubro;Sábado;Honda;Urbano;Homem;Casado;59;0;Esportivo;< 30K;0;9433;Desatento;nenhum;11 até 15 anos;0;1 carro;2022;Apenas Casco
Janeiro;Sábado;Honda;Urbano;Homem;Casado;59;1;Sedan;< 30K;0;13589;Desatento;nenhum;0km;0;1 carro;2023;Apenas Casco
Julho;Quarta;Honda;Urbano;Homem;Casado;22;0;Esportivo;90K até 150K;0;11317;Desatento;nenhum;3 até 5 anos;0;3 até 4 carros;2022;Apenas Casco
Setembro;Segunda;Honda;Urbano;Homem;Solteiro;23;0;Esportivo;90K até 150K;1;14547;Desatento;1;3 até 5 anos;0;1 carro;2023;Apenas Casco
Julho;Domingo;Honda;Urbano;Homem;Solteiro;23;1;Esportivo;90K até 150K;0;4854;Desatento;nenhum;6 até 10 anos;0;1 carro;2021;Apenas Casco
Setembro;Sexta;Honda;Urbano;Mulher;Solteiro;24;0;Esportivo;90K até 150K;1;14485;Desatento;nenhum;3 até 5 anos;0;1 carro;2023;Apenas Casco
Junho;Sexta;Honda;Urbano;Homem;Solteiro;25;1;Esportivo;90K até 150K;0;5459;Desatento;nenhum;3 até 5 anos;0;1 carro;2021;Apenas Casco
Abril;Segunda;Honda;Urbano;Homem;Solteiro;26;0;Sedan;> 150K;0;13795;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2023;Apenas Casco
Setembro;Domingo;Honda;Urbano;Homem;Solteiro;26;0;Sedan;> 150K;0;13120;Desatento;1;6 até 10 anos;0;1 carro;2023;Apenas Casco
Novembro;Segunda;Honda;Urbano;Homem;Casado;26;1;Esportivo;> 150K;0;2706;Desatento;1;11 até 15 anos;0;1 carro;2021;Apenas Casco
Abril;Domingo;Honda;Urbano;Homem;Casado;27;0;Sedan;> 150K;0;8273;Desatento;1;11 até 15 anos;0;1 carro;2022;Segurado + Terceiro
Fevereiro;Terça;Honda;Urbano;Homem;Casado;27;0;Esportivo;> 150K;0;15367;Desatento;mais do que 4;0km;0;1 carro;2023;Segurado + Terceiro
Abril;Segunda;Honda;Urbano;Homem;Casado;27;0;Sedan;> 150K;0;14482;Desatento;nenhum;6 até 10 anos;0;1 carro;2023;Apenas Casco
Fevereiro;Quinta;Honda;Urbano;Homem;Casado;27;0;Esportivo;> 150K;0;13888;Desatento;1;3 até 5 anos;0;1 carro;2023;Apenas Terceiro
Janeiro;Domingo;Honda;Urbano;Homem;Casado;28;0;Sedan;> 150K;0;12044;Desatento;de 2 até 4;0km;0;1 carro;2023;Segurado + Terceiro
Fevereiro;Quarta;Honda;Urbano;Mulher;Solteiro;28;0;Esportivo;> 150K;0;2248;Desatento;nenhum;3 até 5 anos;0;2 carros;2021;Apenas Casco
Agosto;Quinta;Honda;Urbano;Mulher;Solteiro;28;1;Esportivo;> 150K;0;2816;Desatento;nenhum;3 até 5 anos;1;1 carro;2021;Apenas Casco
Setembro;Sábado;Honda;Urbano;Homem;Solteiro;28;1;Esportivo;> 150K;0;8380;Desatento;nenhum;6 até 10 anos;0;2 carros;2022;Apenas Casco
Julho;Domingo;Honda;Urbano;Mulher;Solteiro;29;1;Esportivo;> 150K;0;838;Desatento;nenhum;3 até 5 anos;0;1 carro;2021;Apenas Casco
Outubro;Terça;Honda;Urbano;Homem;Solteiro;29;1;Esportivo;> 150K;0;14412;Desatento;nenhum;3 até 5 anos;0;1 carro;2023;Apenas Casco
Março;Quinta;Honda;Urbano;Homem;Solteiro;30;0;Esportivo;> 150K;0;14197;Desatento;1;11 até 15 anos;0;2 carros;2023;Apenas Casco
Junho;Sábado;Honda;Urbano;Homem;Casado;30;1;Esportivo;> 150K;0;10045;Desatento;nenhum;11 até 15 anos;0;1 carro;2022;Apenas Casco
Abril;Segunda;Honda;Urbano;Homem;Casado;30;1;Esportivo;> 150K;0;20;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Abril;Segunda;Honda;Urbano;Homem;Casado;30;1;Esportivo;> 150K;0;5276;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Março;Terça;Honda;Urbano;Homem;Solteiro;31;0;Esportivo;> 150K;0;2366;Desatento;nenhum;6 até 10 anos;0;1 carro;2021;Apenas Casco
Junho;Sexta;Honda;Rural;Homem;Solteiro;20;0;Sedan;30K até 49K;1;4546;Desatento;mais do que 4;3 até 5 anos;0;1 carro;2021;Segurado + Terceiro
Dezembro;Sexta;Honda;Urbano;Mulher;Solteiro;21;0;Sedan;30K até 49K;0;302;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2021;Apenas Casco
Agosto;Domingo;Honda;Urbano;Homem;Solteiro;21;0;Esportivo;30K até 49K;0;4093;Desatento;mais do que 4;3 até 5 anos;0;1 carro;2021;Apenas Terceiro
Abril;Terça;Honda;Urbano;Homem;Casado;21;1;Sedan;30K até 49K;0;9374;Desatento;nenhum;3 até 5 anos;0;1 carro;2022;Apenas Casco
Maio;Segunda;Honda;Urbano;Homem;Solteiro;21;1;Esportivo;30K até 49K;0;4231;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2021;Apenas Terceiro
Abril;Segunda;Honda;Rural;Mulher;Solteiro;22;0;Esportivo;30K até 49K;0;13510;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2023;Apenas Terceiro
Novembro;Terça;Honda;Urbano;Homem;Solteiro;22;0;Sedan;30K até 49K;0;9656;Desatento;1;3 até 5 anos;0;1 carro;2022;Segurado + Terceiro
Novembro;Quarta;Honda;Urbano;Mulher;Solteiro;22;0;Sedan;30K até 49K;0;7728;Desatento;mais do que 4;3 até 5 anos;0;1 carro;2022;Apenas Casco
Setembro;Sábado;Honda;Urbano;Mulher;Solteiro;22;0;Esportivo;30K até 49K;0;8346;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Dezembro;Terça;Honda;Urbano;Homem;Solteiro;22;1;Sedan;30K até 49K;0;6927;Desatento;mais do que 4;3 até 5 anos;0;1 carro;2022;Apenas Casco
Janeiro;Terça;Honda;Urbano;Homem;Solteiro;23;0;Sedan;30K até 49K;0;2237;Desatento;1;3 até 5 anos;0;1 carro;2021;Apenas Casco
Setembro;Terça;Honda;Urbano;Homem;Solteiro;23;0;Sedan;30K até 49K;0;5520;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2021;Apenas Casco
Janeiro;Segunda;Honda;Urbano;Homem;Solteiro;23;0;Sedan;30K até 49K;0;8386;Desatento;mais do que 4;6 até 10 anos;0;1 carro;2022;Apenas Casco
Junho;Quarta;Honda;Urbano;Mulher;Solteiro;23;0;Sedan;30K até 49K;0;13818;Desatento;nenhum;3 até 5 anos;0;3 até 4 carros;2023;Apenas Casco
Outubro;Domingo;Honda;Urbano;Homem;Solteiro;23;0;Esportivo;30K até 49K;0;90;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2021;Apenas Terceiro
Dezembro;Sexta;Honda;Urbano;Homem;Solteiro;23;1;Sedan;30K até 49K;0;11327;Desatento;nenhum;6 até 10 anos;0;1 carro;2022;Segurado + Terceiro
Agosto;Quinta;Honda;Urbano;Mulher;Casado;23;1;Sedan;30K até 49K;0;13337;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2023;Apenas Casco
Agosto;Sexta;Honda;Urbano;Mulher;Solteiro;24;0;Sedan;30K até 49K;0;1886;Desatento;mais do que 4;3 até 5 anos;0;1 carro;2021;Apenas Casco
Setembro;Sábado;Honda;Urbano;Mulher;Solteiro;24;0;Sedan;30K até 49K;0;11718;Desatento;nenhum;3 até 5 anos;0;1 carro;2023;Apenas Casco
Outubro;Sexta;Honda;Urbano;Homem;Solteiro;24;0;Sedan;30K até 49K;0;14921;Desatento;1;3 até 5 anos;0;1 carro;2023;Apenas Casco
Janeiro;Domingo;Honda;Urbano;Homem;Casado;24;0;Esportivo;30K até 49K;0;787;Desatento;mais do que 4;3 até 5 anos;0;1 carro;2021;Apenas Terceiro
Novembro;Segunda;Honda;Urbano;Homem;Solteiro;24;0;Esportivo;30K até 49K;0;12618;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2023;Apenas Terceiro
Dezembro;Domingo;Honda;Urbano;Homem;Solteiro;24;1;Sedan;30K até 49K;0;3536;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2021;Segurado + Terceiro
Novembro;Sexta;Honda;Urbano;Homem;Solteiro;24;1;Sedan;30K até 49K;0;11334;Desatento;nenhum;3 até 5 anos;0;1 carro;2022;Segurado + Terceiro
Outubro;Sexta;Honda;Urbano;Homem;Solteiro;24;1;Sedan;30K até 49K;0;1548;Desatento;1;3 até 5 anos;0;1 carro;2021;Apenas Casco
Maio;Terça;Honda;Rural;Homem;Solteiro;25;0;Sedan;30K até 49K;0;14918;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2023;Apenas Casco
Março;Quarta;Honda;Urbano;Homem;Solteiro;25;0;Sedan;30K até 49K;0;13908;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2023;Apenas Casco
Maio;Domingo;Honda;Urbano;Mulher;Solteiro;25;0;Esportivo;30K até 49K;0;8538;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2022;Apenas Terceiro
Setembro;Terça;Honda;Urbano;Homem;Solteiro;25;1;Sedan;30K até 49K;0;4073;Desatento;1;6 até 10 anos;0;1 carro;2021;Segurado + Terceiro
Janeiro;Quarta;Honda;Urbano;Homem;Solteiro;25;1;Sedan;30K até 49K;0;10502;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2022;Apenas Casco
Maio;Terça;Honda;Rural;Homem;Solteiro;26;0;Sedan;30K até 49K;0;14326;Desatento;1;3 até 5 anos;0;1 carro;2023;Apenas Casco
Abril;Terça;Honda;Rural;Homem;Solteiro;26;1;Sedan;30K até 49K;0;13016;Desatento;1;6 até 10 anos;0;1 carro;2023;Apenas Casco
Dezembro;Terça;Honda;Urbano;Homem;Casado;26;0;Sedan;30K até 49K;0;2341;Desatento;nenhum;3 até 5 anos;0;1 carro;2021;Apenas Casco
Março;Terça;Honda;Urbano;Homem;Casado;26;0;Sedan;30K até 49K;0;4124;Desatento;1;11 até 15 anos;0;1 carro;2021;Apenas Casco
Dezembro;Segunda;Honda;Urbano;Mulher;Solteiro;26;0;Sedan;30K até 49K;0;1522;Desatento;1;11 até 15 anos;0;1 carro;2021;Apenas Casco
Outubro;Sexta;Honda;Urbano;Homem;Solteiro;26;0;Sedan;30K até 49K;0;7316;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Casco
Junho;Sábado;Honda;Urbano;Mulher;Solteiro;26;0;Sedan;30K até 49K;0;12863;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2023;Apenas Casco
Agosto;Quinta;Honda;Urbano;Homem;Solteiro;26;0;Sedan;30K até 49K;0;14304;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2023;Apenas Casco
Janeiro;Segunda;Honda;Urbano;Homem;Casado;26;0;Esportivo;30K até 49K;0;224;Desatento;mais do que 4;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Novembro;Terça;Honda;Urbano;Mulher;Solteiro;26;0;Esportivo;30K até 49K;0;1368;Desatento;mais do que 4;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Dezembro;Domingo;Honda;Urbano;Homem;Casado;26;0;Esportivo;30K até 49K;0;9573;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Novembro;Segunda;Honda;Urbano;Homem;Casado;26;0;Esportivo;30K até 49K;0;13422;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2023;Apenas Terceiro
Junho;Terça;Honda;Urbano;Homem;Casado;26;1;Sedan;30K até 49K;0;4078;Desatento;1;11 até 15 anos;0;1 carro;2021;Segurado + Terceiro
Janeiro;Domingo;Honda;Urbano;Homem;Solteiro;26;1;Sedan;30K até 49K;0;15401;Desatento;1;6 até 10 anos;0;1 carro;2023;Segurado + Terceiro
Junho;Sexta;Honda;Urbano;Homem;Solteiro;26;1;Sedan;30K até 49K;0;4385;Desatento;1;11 até 15 anos;0;1 carro;2021;Apenas Casco
Junho;Sexta;Honda;Urbano;Homem;Casado;26;1;Sedan;30K até 49K;0;6964;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Casco
Setembro;Quarta;Honda;Urbano;Homem;Solteiro;27;0;Sedan;30K até 49K;0;812;Desatento;nenhum;6 até 10 anos;0;1 carro;2021;Apenas Casco
Junho;Quarta;Honda;Urbano;Homem;Casado;27;0;Sedan;30K até 49K;0;10934;Desatento;1;6 até 10 anos;0;1 carro;2022;Apenas Casco
Julho;Quinta;Honda;Urbano;Homem;Casado;27;0;Sedan;30K até 49K;0;14529;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2023;Apenas Casco
Abril;Sábado;Honda;Urbano;Homem;Casado;27;0;Sedan;30K até 49K;1;11902;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2023;Apenas Casco
Novembro;Terça;Honda;Urbano;Mulher;Solteiro;27;0;Sedan;30K até 49K;0;11881;Desatento;1;6 até 10 anos;0;1 carro;2023;Apenas Casco
Fevereiro;Sexta;Honda;Urbano;Homem;Solteiro;27;0;Sedan;30K até 49K;0;12089;Desatento;1;6 até 10 anos;0;1 carro;2023;Apenas Casco
Dezembro;Quarta;Honda;Urbano;Homem;Solteiro;27;0;Esportivo;30K até 49K;0;9991;Desatento;nenhum;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Janeiro;Sábado;Honda;Urbano;Homem;Solteiro;27;0;Esportivo;30K até 49K;0;11270;Desatento;1;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Junho;Quinta;Honda;Urbano;Homem;Solteiro;27;1;Sedan;30K até 49K;0;15172;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2023;Apenas Casco
Junho;Terça;Honda;Urbano;Homem;Casado;27;1;Esportivo;30K até 49K;0;4383;Desatento;nenhum;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Outubro;Segunda;Honda;Urbano;Homem;Solteiro;27;1;Esportivo;30K até 49K;0;12391;Desatento;de 2 até 4;6 até 10 anos;0;2 carros;2023;Apenas Terceiro
Maio;Terça;Honda;Rural;Homem;Solteiro;28;0;Esportivo;30K até 49K;0;11294;Desatento;mais do que 4;3 até 5 anos;0;1 carro;2022;Apenas Terceiro
Dezembro;Quarta;Honda;Rural;Mulher;Solteiro;28;1;Sedan;30K até 49K;0;13294;Desatento;de 2 até 4;3 até 5 anos;1;2 carros;2023;Apenas Casco
Maio;Sábado;Honda;Urbano;Mulher;Solteiro;28;0;Sedan;30K até 49K;0;3195;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2021;Apenas Casco
Março;Terça;Honda;Urbano;Homem;Casado;28;0;Sedan;30K até 49K;0;7877;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Casco
Outubro;Domingo;Honda;Urbano;Homem;Casado;28;0;Sedan;30K até 49K;0;11139;Desatento;nenhum;11 até 15 anos;0;1 carro;2022;Apenas Casco
Outubro;Quinta;Honda;Urbano;Homem;Solteiro;28;0;Sedan;30K até 49K;1;15116;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2023;Apenas Casco
Setembro;Sexta;Honda;Urbano;Mulher;Solteiro;28;0;Esportivo;30K até 49K;0;1601;Desatento;1;3 até 5 anos;0;1 carro;2021;Apenas Terceiro
Novembro;Segunda;Honda;Urbano;Homem;Solteiro;28;0;Esportivo;30K até 49K;0;723;Desatento;mais do que 4;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Novembro;Sexta;Honda;Urbano;Homem;Casado;28;0;Esportivo;30K até 49K;0;8814;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Fevereiro;Segunda;Honda;Urbano;Mulher;Solteiro;28;0;Esportivo;30K até 49K;0;6314;Desatento;mais do que 4;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Dezembro;Terça;Honda;Urbano;Homem;Casado;28;0;Esportivo;30K até 49K;0;15033;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2023;Apenas Terceiro
Novembro;Terça;Honda;Urbano;Homem;Solteiro;28;0;Esportivo;30K até 49K;0;14267;Desatento;nenhum;11 até 15 anos;0;1 carro;2023;Apenas Terceiro
Julho;Segunda;Honda;Urbano;Homem;Casado;28;1;Sedan;30K até 49K;0;11319;Desatento;1;6 até 10 anos;0;1 carro;2022;Segurado + Terceiro
Março;Sexta;Honda;Urbano;Homem;Casado;28;1;Sedan;30K até 49K;0;12502;Desatento;nenhum;11 até 15 anos;0;1 carro;2023;Segurado + Terceiro
Junho;Sábado;Honda;Urbano;Homem;Solteiro;28;1;Sedan;30K até 49K;0;2262;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2021;Apenas Casco
Agosto;Sábado;Honda;Urbano;Homem;Solteiro;28;1;Sedan;30K até 49K;0;9294;Desatento;1;6 até 10 anos;0;1 carro;2022;Apenas Casco
Janeiro;Domingo;Honda;Urbano;Homem;Casado;28;1;Sedan;30K até 49K;0;9714;Desatento;nenhum;11 até 15 anos;0;1 carro;2022;Apenas Casco
Abril;Segunda;Honda;Urbano;Homem;Casado;28;1;Esportivo;30K até 49K;0;13872;Desatento;nenhum;11 até 15 anos;0;1 carro;2023;Apenas Terceiro
Julho;Terça;Honda;Rural;Homem;Solteiro;29;0;Sedan;30K até 49K;0;7152;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Casco
Fevereiro;Domingo;Honda;Rural;Homem;Solteiro;29;0;Sedan;30K até 49K;0;12092;Desatento;nenhum;11 até 15 anos;0;1 carro;2023;Apenas Casco
Janeiro;Terça;Honda;Rural;Homem;Casado;29;0;Esportivo;30K até 49K;0;1962;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Junho;Quinta;Honda;Rural;Homem;Solteiro;29;0;Esportivo;30K até 49K;0;13131;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2023;Apenas Terceiro
Janeiro;Domingo;Honda;Urbano;Mulher;Solteiro;29;0;Sedan;30K até 49K;0;3358;Desatento;nenhum;6 até 10 anos;0;1 carro;2021;Apenas Casco
Novembro;Terça;Honda;Urbano;Homem;Casado;29;0;Sedan;30K até 49K;0;9383;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2022;Apenas Casco
Março;Quinta;Honda;Urbano;Homem;Solteiro;29;0;Sedan;30K até 49K;0;10671;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Casco
Outubro;Segunda;Honda;Urbano;Homem;Casado;29;0;Sedan;30K até 49K;0;13139;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2023;Apenas Casco
Dezembro;Segunda;Honda;Urbano;Homem;Casado;29;0;Esportivo;30K até 49K;0;2799;Desatento;mais do que 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Julho;Segunda;Honda;Urbano;Homem;Casado;29;0;Esportivo;30K até 49K;0;7265;Desatento;mais do que 4;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Fevereiro;Segunda;Honda;Urbano;Homem;Casado;29;1;Sedan;30K até 49K;0;2195;Desatento;nenhum;11 até 15 anos;0;1 carro;2021;Segurado + Terceiro
Dezembro;Quarta;Honda;Urbano;Homem;Solteiro;29;1;Sedan;30K até 49K;0;8881;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Casco
Agosto;Quinta;Honda;Rural;Homem;Solteiro;30;1;Sedan;30K até 49K;0;14754;Desatento;1;6 até 10 anos;0;1 carro;2023;Apenas Casco
Dezembro;Segunda;Honda;Urbano;Mulher;Casado;30;0;Sedan;30K até 49K;0;1576;Desatento;de 2 até 4;3 até 5 anos;0;2 carros;2021;Apenas Casco
Setembro;Terça;Honda;Urbano;Homem;Casado;30;0;Sedan;30K até 49K;0;11737;Desatento;1;6 até 10 anos;0;1 carro;2023;Apenas Casco
Abril;Quarta;Honda;Urbano;Homem;Casado;30;0;Sedan;30K até 49K;0;14553;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2023;Apenas Casco
Outubro;Segunda;Honda;Urbano;Homem;Casado;30;0;Sedan;30K até 49K;0;12497;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2023;Apenas Casco
Janeiro;Segunda;Honda;Urbano;Homem;Solteiro;30;0;Sedan;30K até 49K;0;11764;Desatento;nenhum;11 até 15 anos;0;1 carro;2023;Apenas Casco
Janeiro;Quarta;Honda;Urbano;Mulher;Casado;30;0;Esportivo;30K até 49K;0;3635;Desatento;1;3 até 5 anos;0;1 carro;2021;Apenas Terceiro
Abril;Sábado;Honda;Urbano;Homem;Casado;30;0;Esportivo;30K até 49K;0;2276;Desatento;nenhum;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Março;Quarta;Honda;Urbano;Homem;Solteiro;30;0;Esportivo;30K até 49K;0;4525;Desatento;nenhum;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Abril;Segunda;Honda;Urbano;Homem;Casado;30;0;Esportivo;30K até 49K;0;10646;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Agosto;Quinta;Honda;Urbano;Homem;Solteiro;30;0;Esportivo;30K até 49K;0;7383;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Junho;Quarta;Honda;Urbano;Mulher;Casado;30;0;Esportivo;30K até 49K;0;10683;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Dezembro;Domingo;Honda;Urbano;Homem;Solteiro;30;0;Esportivo;30K até 49K;0;6614;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Abril;Sábado;Honda;Urbano;Homem;Casado;30;1;Sedan;30K até 49K;0;5898;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2021;Segurado + Terceiro
Janeiro;Sexta;Honda;Urbano;Homem;Solteiro;30;1;Sedan;30K até 49K;0;9121;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2022;Segurado + Terceiro
